STUDENTNUMBER,COURSE_CD,COURSE_TITLE,COURSE_VERSION,COURSE_ATTEMPT_STATUS,MODE,TYPE,ORG_UNIT_CD,COMMENCEMENT_DT,ENROLLED_CURRENT_TP,ENROLLED_YR,STUDENT_TYPE,CREDIT_POINTS_REQUIRED,ADVANCED STANDING CP,COMPLETED_CREDIT_POINTS,OUTSTANDING_POINTS,Course Location,Completed Units,Adv Stnd Units,Unit Sets (Completed),Unit Sets (Non-Completed)
BN280,BN04,Bachelor of Nursing,9,ENROLLED,OL,PT,S0003,1/29/2022,Yes,Yes,Domestic,144,48,48,96,ARMIDALE,,NMBA48 ,,
BN281,BN04,Bachelor of Nursing,8,ENROLLED,OL,PT,S0003,1/30/2021,Yes,Yes,Domestic,144,48,84,60,ARMIDALE,"HLTH101 TRI-1 2021 OL
HSNS263 TRI-1 2021 OL
OORA200 TRI-2 2021 OL
HSNS264 TRI-3 2021 OL
HSNS363 TRI-3 2021 OL
HSNS370 TRI-3 2021 OL",NMBA48 ,,
BN282,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,54,90,ARMIDALE,"HHSC111 TRI-1 2021 ON
HLTH101 TRI-1 2021 ON
HSNS170 TRI-1 2021 ON
HSNS171 TRI-1 2021 ON
HHSC112 TRI-2 2021 ON
HLTH103 TRI-2 2021 ON
HLTH104 TRI-2 2021 ON
HSNS173 TRI-2 2021 ON
HLTH102 TRI-3 2021 OL",,,
BN283,BN04,Bachelor of Nursing,8,INACTIVE,ON,FT,S0003,1/30/2021,No,No,Domestic,144,0,6,138,ARMIDALE,HLTH101 TRI-1 2021 ON,,,
BN284,BN04,Bachelor of Nursing,9,ENROLLED,OL,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,
BN285,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,72,72,ARMIDALE,"HHSC111 TRI-1 2021 ON
HLTH101 TRI-1 2021 ON
HSNS170 TRI-1 2021 ON
HSNS171 TRI-1 2021 ON
HHSC112 TRI-2 2021 ON
HLTH103 TRI-2 2021 ON
HLTH104 TRI-2 2021 ON
HSNS173 TRI-2 2021 ON
HLTH102 TRI-3 2021 OL
HSNS263 TRI-3 2021 OL
HSNS264 TRI-3 2021 OL
HSNS370 TRI-3 2021 OL",,,
BN286,BN04,Bachelor of Nursing,9,ENROLLED,OL,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,
BN287,BN04,Bachelor of Nursing,8,INACTIVE,OL,FT,S0003,1/30/2021,No,No,Domestic,144,18,36,108,ARMIDALE,"HHSC111 TRI-1 2021 OL
HSNS170 TRI-1 2021 OL
OORA200 TRI-1 2021 OL","HHSC112 
HLTH103 
HLTH104 ",,
BN288,BN04,Bachelor of Nursing,8,ENROLLED,OL,PT,S0003,1/30/2021,Yes,Yes,Domestic,144,6,36,108,ARMIDALE,"HHSC111 TRI-1 2021 OL
HLTH101 TRI-1 2021 OL
HHSC112 TRI-2 2021 OL
HLTH104 TRI-2 2021 OL
HLTH102 TRI-3 2021 OL",HLTH103 ,,
BN289,BN04,Bachelor of Nursing,9,ENROLLED,OL,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,
BN290,BN04,Bachelor of Nursing,8,ENROLLED,OL,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,48,114,30,ARMIDALE,"HLTH101 TRI-1 2021 OL
HSNS263 TRI-1 2021 OL
HSNS264 TRI-1 2021 OL
HSNS310 TRI-1 2021 OL
HSNS246 TRI-2 2021 OL
HSNS270 TRI-2 2021 OL
HSNS273 TRI-2 2021 OL
OORA200 TRI-2 2021 OL
HSNS363 TRI-3 2021 OL
HSNS370 TRI-3 2021 OL
HSNS374 TRI-3 2021 OL",NMBA48 ,,
BN291,BN04,Bachelor of Nursing,8,INTERMIT,ON,FT,S0003,1/30/2021,No,No,Domestic,144,0,18,126,ARMIDALE,"HHSC111 TRI-1 2021 ON
HSNS171 TRI-1 2021 ON
HHSC112 TRI-2 2021 ON",,,
BN292,BN04,Bachelor of Nursing,9,ENROLLED,OL,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,
BN293,BN04,Bachelor of Nursing,9,ENROLLED,OL,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,6,6,138,ARMIDALE,,HHSC111 ,,
BN294,BN04,Bachelor of Nursing,9,ENROLLED,OL,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,48,48,96,ARMIDALE,,NMBA48 ,,
BN295,BN04,Bachelor of Nursing,9,ENROLLED,OL,PT,S0003,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,
BN296,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,24,120,ARMIDALE,"HLTH101 TRI-1 2021 ON
HSNS170 TRI-1 2021 ON
HLTH103 TRI-2 2021 ON
HLTH104 TRI-2 2021 ON",,,
BN297,BN04,Bachelor of Nursing,9,ENROLLED,OL,PT,S0003,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,
BN298,BN04,Bachelor of Nursing,9,ENROLLED,OL,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,
BN299,BN04,Bachelor of Nursing,8,INACTIVE,OL,FT,S0003,1/30/2021,No,No,Domestic,144,30,66,78,ARMIDALE,"HLTH102 TRI-1 2021 OL
HSNS170 TRI-1 2021 OL
OORA200 TRI-1 2021 OL
HLTH103 TRI-2 2021 OL
HSNS363 TRI-2 2021 OL
HSNS370 TRI-2 2021 OL","HHSC111 
HHSC112 
HLTH101 
HLTH104 
HSNS171 ",,
BN300,BN04,Bachelor of Nursing,9,ENROLLED,OL,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,24,24,120,ARMIDALE,,"HHSC111 
HHSC112 
HSNS171 
HSNS173 ",,
BN301,BN04,Bachelor of Nursing,9,ENROLLED,OL,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,48,48,96,ARMIDALE,,NMBA48 ,,
BN302,BN04,Bachelor of Nursing,9,ENROLLED,OL,PT,S0003,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,
BN303,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,54,90,ARMIDALE,"HHSC111 TRI-1 2021 ON
HLTH101 TRI-1 2021 ON
HSNS170 TRI-1 2021 ON
HSNS171 TRI-1 2021 ON
HHSC112 TRI-2 2021 ON
HLTH103 TRI-2 2021 ON
HLTH104 TRI-2 2021 ON
HSNS173 TRI-2 2021 ON
HLTH102 TRI-3 2021 OL",,,
BN304,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,54,90,ARMIDALE,"HHSC111 TRI-1 2021 ON
HLTH101 TRI-1 2021 ON
HSNS170 TRI-1 2021 ON
HSNS171 TRI-1 2021 ON
HHSC112 TRI-2 2021 ON
HLTH103 TRI-2 2021 ON
HSNS173 TRI-2 2021 ON
HLTH102 TRI-3 2021 OL
HLTH104 TRI-3 2021 OL",,,
BN305,BN04,Bachelor of Nursing,8,INACTIVE,OL,FT,S0003,1/30/2021,No,No,Domestic,144,48,48,96,ARMIDALE,,NMBA48 ,,
BN306,BN04,Bachelor of Nursing,8,ENROLLED,OL,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,72,72,ARMIDALE,"HHSC111 TRI-1 2021 OL
HLTH101 TRI-1 2021 OL
HSNS170 TRI-1 2021 OL
HSNS171 TRI-1 2021 OL
HHSC112 TRI-2 2021 OL
HLTH103 TRI-2 2021 OL
HLTH104 TRI-2 2021 OL
HSNS173 TRI-2 2021 OL
HLTH102 TRI-3 2021 OL
HSNS263 TRI-3 2021 OL
HSNS264 TRI-3 2021 OL
HSNS370 TRI-3 2021 OL",,,
BN307,BN04,Bachelor of Nursing,8,INACTIVE,OL,FT,S0003,1/30/2021,No,No,Domestic,144,0,18,126,ARMIDALE,"HLTH101 TRI-1 2021 OL
HSNS170 TRI-1 2021 OL
HSNS171 TRI-1 2021 OL",,,
BN308,BN04,Bachelor of Nursing,8,ENROLLED,OL,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,48,60,84,ARMIDALE,"OORA200 TRI-2 2021 OL
HLTH101 TRI-3 2021 OL",NMBA48 ,,
BN309,BN04,Bachelor of Nursing,9,ENROLLED,OL,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,
BN310,BN04,Bachelor of Nursing,8,INACTIVE,ON,FT,S0003,1/30/2021,No,No,Domestic,144,0,0,144,ARMIDALE,,,,
BN311,BN04,Bachelor of Nursing,8,INACTIVE,OL,FT,S0003,1/30/2021,No,No,Domestic,144,0,18,126,ARMIDALE,"HHSC111 TRI-1 2021 OL
HLTH101 TRI-1 2021 OL
HSNS170 TRI-1 2021 OL",,,
BN312,BN04,Bachelor of Nursing,9,ENROLLED,OL,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,48,48,96,ARMIDALE,,NMBA48 ,,
BN313,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,
BN314,BN04,Bachelor of Nursing,8,INACTIVE,OL,PT,S0003,1/30/2021,No,No,Domestic,144,0,24,120,ARMIDALE,"HLTH101 TRI-1 2021 OL
HLTH102 TRI-1 2021 OL
HLTH103 TRI-2 2021 OL
HLTH104 TRI-2 2021 OL",,,
BN315,BN04,Bachelor of Nursing,8,ENROLLED,OL,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,48,108,36,ARMIDALE,"HLTH101 TRI-1 2021 OL
HSNS263 TRI-1 2021 OL
HSNS310 TRI-1 2021 OL
HSNS246 TRI-2 2021 OL
HSNS270 TRI-2 2021 OL
HSNS273 TRI-2 2021 OL
OORA200 TRI-2 2021 OL
HSNS264 TRI-3 2021 OL
HSNS370 TRI-3 2021 OL
HSNS374 TRI-3 2021 OL",ENURS48 ,,
BN316,BN04,Bachelor of Nursing,8,ENROLLED,OL,PT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,36,108,ARMIDALE,"HHSC111 TRI-1 2021 OL
HLTH101 TRI-1 2021 OL
HHSC112 TRI-2 2021 OL
HLTH103 TRI-2 2021 OL
HLTH102 TRI-3 2021 OL
HLTH104 TRI-3 2021 OL",,,
BN317,BN04,Bachelor of Nursing,8,ENROLLED,OL,PT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,36,108,ARMIDALE,"HHSC111 TRI-1 2021 OL
HLTH101 TRI-1 2021 OL
HHSC112 TRI-2 2021 OL
HLTH103 TRI-2 2021 OL
HLTH104 TRI-2 2021 OL
HLTH102 TRI-3 2021 OL",,,
BN318,BN04,Bachelor of Nursing,8,ENROLLED,OL,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,72,72,ARMIDALE,"HHSC111 TRI-1 2021 OL
HLTH101 TRI-1 2021 OL
HSNS170 TRI-1 2021 OL
HSNS171 TRI-1 2021 OL
HHSC112 TRI-2 2021 OL
HLTH103 TRI-2 2021 OL
HLTH104 TRI-2 2021 OL
HSNS173 TRI-2 2021 OL
HLTH102 TRI-3 2021 OL
HSNS263 TRI-3 2021 OL
HSNS264 TRI-3 2021 OL
HSNS370 TRI-3 2021 OL",,,
BN319,BN04,Bachelor of Nursing,8,INACTIVE,OL,FT,S0003,1/30/2021,No,No,Domestic,144,6,12,132,ARMIDALE,HSNS170 TRI-1 2021 OL,HLTH103 ,,
BN320,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,
BN321,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,48,96,48,ARMIDALE,"HLTH101 TRI-1 2021 OL
HSNS263 TRI-1 2021 OL
HSNS246 TRI-2 2021 OL
HSNS270 TRI-2 2021 OL
HSNS273 TRI-2 2021 OL
HSNS264 TRI-3 2021 OL
HSNS310 TRI-3 2021 OL
HSNS370 TRI-3 2021 OL",NMBA48 ,,
BN322,BN04,Bachelor of Nursing,8,ENROLLED,OL,PT,S0003,1/30/2021,Yes,Yes,Domestic,144,48,72,72,ARMIDALE,"HLTH101 TRI-1 2021 OL
HSNS263 TRI-1 2021 OL
HSNS273 TRI-2 2021 OL
OORA200 TRI-2 2021 OL",NMBA48 ,,
BN323,BN04,Bachelor of Nursing,8,ENROLLED,OL,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,48,90,54,ARMIDALE,"HLTH101 TRI-1 2021 OL
HSNS263 TRI-1 2021 OL
HSNS246 TRI-2 2021 OL
HSNS270 TRI-2 2021 OL
HSNS273 TRI-2 2021 OL
HSNS264 TRI-3 2021 OL
HSNS370 TRI-3 2021 OL",NMBA48 ,,
BN324,BN04,Bachelor of Nursing,9,ENROLLED,OL,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,
BN325,BN04,Bachelor of Nursing,9,ENROLLED,OL,PT,S0003,1/29/2022,Yes,Yes,Domestic,144,48,48,96,ARMIDALE,,NMBA48 ,,
BN326,BN04,Bachelor of Nursing,9,ENROLLED,OL,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,
BN327,BN04,Bachelor of Nursing,9,ENROLLED,OL,PT,S0003,1/29/2022,Yes,Yes,Domestic,144,6,6,138,ARMIDALE,,HSNS170 ,,
BN328,BN04,Bachelor of Nursing,9,ENROLLED,OL,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,48,48,96,ARMIDALE,,NMBA48 ,,
BN329,BN04,Bachelor of Nursing,8,INACTIVE,ON,FT,S0003,1/30/2021,No,No,Domestic,144,0,0,144,ARMIDALE,,,,
BN330,BN04,Bachelor of Nursing,9,ENROLLED,OL,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,48,48,96,ARMIDALE,,NMBA48 ,,
BN331,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,30,114,ARMIDALE,"HLTH101 TRI-1 2021 OL
HSNS170 TRI-1 2021 OL
HHSC112 TRI-2 2021 OL
HLTH103 TRI-2 2021 OL
HLTH104 TRI-2 2021 OL",,,
BN332,BN04,Bachelor of Nursing,9,ENROLLED,OL,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,
BN333,BN04,Bachelor of Nursing,8,ENROLLED,OL,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,48,78,66,ARMIDALE,"HLTH101 TRI-1 2021 OL
HSNS273 TRI-2 2021 OL
OORA200 TRI-2 2021 OL
HSNS263 TRI-3 2021 OL
HSNS370 TRI-3 2021 OL",NMBA48 ,,
BN334,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,12,12,132,ARMIDALE,,"HHSC112 
HLTH101 ",,
BN335,BN04,Bachelor of Nursing,9,ENROLLED,OL,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,
BN336,BN04,Bachelor of Nursing,9,ENROLLED,OL,PT,S0003,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,
BN337,BN04,Bachelor of Nursing,8,ENROLLED,OL,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,48,90,54,ARMIDALE,"HLTH101 TRI-1 2021 OL
HSNS263 TRI-1 2021 OL
HSNS273 TRI-1 2021 OL
HSNS246 TRI-2 2021 OL
HSNS270 TRI-2 2021 OL
HSNS264 TRI-3 2021 OL
HSNS370 TRI-3 2021 OL",NMBA48 ,,
BN338,BN04,Bachelor of Nursing,9,ENROLLED,ON,PT,S0003,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,
BN339,BN04,Bachelor of Nursing,8,ENROLLED,OL,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,72,72,ARMIDALE,"HHSC111 TRI-1 2021 ON
HLTH101 TRI-1 2021 ON
HSNS170 TRI-1 2021 ON
HSNS171 TRI-1 2021 ON
HHSC112 TRI-2 2021 ON
HLTH103 TRI-2 2021 ON
HLTH104 TRI-2 2021 ON
HSNS173 TRI-2 2021 ON
HLTH102 TRI-3 2021 OL
HSNS263 TRI-3 2021 OL
HSNS264 TRI-3 2021 OL
HSNS370 TRI-3 2021 OL",,,
BN340,BN04,Bachelor of Nursing,8,ENROLLED,OL,PT,S0003,1/30/2021,Yes,Yes,Domestic,144,48,60,84,ARMIDALE,"HSNS263 TRI-1 2021 OL
HSNS273 TRI-2 2021 OL",NMBA48 ,,
BN341,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,30,114,ARMIDALE,"HHSC111 TRI-1 2021 OL
HSNS170 TRI-1 2021 OL
HSNS171 TRI-1 2021 OL
HHSC112 TRI-2 2021 ON
HSNS173 TRI-2 2021 ON",,,
BN342,BN04,Bachelor of Nursing,8,ENROLLED,OL,PT,S0003,1/30/2021,Yes,Yes,Domestic,144,12,36,108,ARMIDALE,"HHSC111 TRI-1 2021 OL
HHSC112 TRI-2 2021 OL
HLTH102 TRI-3 2021 OL
HLTH104 TRI-3 2021 OL","HLTH101 
HLTH103 ",,
BN343,BN04,Bachelor of Nursing,9,ENROLLED,OL,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,
BN344,BN04,Bachelor of Nursing,9,INACTIVE,OL,PT,S0003,1/29/2022,No,Yes,Domestic,144,48,48,96,ARMIDALE,,NMBA48 ,,
BN345,BN04,Bachelor of Nursing,9,ENROLLED,OL,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,
BN346,BN04,Bachelor of Nursing,9,INACTIVE,OL,FT,S0003,1/29/2022,No,Yes,Domestic,144,0,0,144,ARMIDALE,,,,
BN347,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,24,120,ARMIDALE,"HHSC111 TRI-1 2021 ON
HSNS170 TRI-1 2021 ON
HSNS171 TRI-1 2021 ON
HHSC112 TRI-2 2021 ON",,,
BN348,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,
BN349,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,48,96,ARMIDALE,"HHSC111 TRI-1 2021 OL
HLTH101 TRI-1 2021 OL
HSNS170 TRI-1 2021 OL
HSNS171 TRI-1 2021 OL
HHSC112 TRI-2 2021 OL
HLTH103 TRI-2 2021 OL
HLTH104 TRI-2 2021 OL
HLTH102 TRI-3 2021 OL",,,
BN350,BN04,Bachelor of Nursing,8,INACTIVE,OL,FT,S0003,1/30/2021,No,No,Domestic,144,0,12,132,ARMIDALE,"HLTH101 TRI-1 2021 OL
HSNS170 TRI-1 2021 OL",,,
BN351,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,
BN352,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,12,12,132,ARMIDALE,,"HHSC111 
HHSC112 ",,
BN353,BN04,Bachelor of Nursing,9,ENROLLED,OL,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,
BN354,BN04,Bachelor of Nursing,9,ENROLLED,OL,PT,S0003,1/29/2022,Yes,Yes,Domestic,144,48,48,96,ARMIDALE,,NMBA48 ,,
BN355,BN04,Bachelor of Nursing,8,INTERMIT,ON,FT,S0003,1/30/2021,No,No,Domestic,144,0,24,120,ARMIDALE,"HHSC111 TRI-1 2021 ON
HLTH101 TRI-1 2021 ON
HHSC112 TRI-2 2021 ON
HLTH103 TRI-2 2021 ON",,,
BN356,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,48,96,ARMIDALE,"HHSC111 TRI-1 2021 ON
HLTH101 TRI-1 2021 ON
HSNS170 TRI-1 2021 ON
HSNS171 TRI-1 2021 ON
HLTH103 TRI-2 2021 ON
HLTH104 TRI-2 2021 ON
HSNS173 TRI-2 2021 ON
HLTH102 TRI-3 2021 OL",,,
BN357,BN04,Bachelor of Nursing,8,ENROLLED,OL,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,72,72,ARMIDALE,"HHSC111 TRI-1 2021 OL
HLTH101 TRI-1 2021 OL
HSNS170 TRI-1 2021 OL
HSNS171 TRI-1 2021 OL
HHSC112 TRI-2 2021 OL
HLTH103 TRI-2 2021 OL
HLTH104 TRI-2 2021 OL
HSNS173 TRI-2 2021 OL
HLTH102 TRI-3 2021 OL
HSNS263 TRI-3 2021 OL
HSNS264 TRI-3 2021 OL
HSNS370 TRI-3 2021 OL",,,
BN358,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,36,108,ARMIDALE,"HLTH101 TRI-1 2021 ON
HSNS170 TRI-1 2021 ON
HSNS171 TRI-1 2021 ON
HLTH103 TRI-2 2021 ON
HLTH104 TRI-2 2021 ON
HSNS173 TRI-2 2021 ON",,,
BN359,BN04,Bachelor of Nursing,9,ENROLLED,OL,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,48,48,96,ARMIDALE,,NMBA48 ,,
BN360,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,
BN361,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,
BN362,BN04,Bachelor of Nursing,8,INACTIVE,OL,FT,S0003,1/30/2021,No,No,Domestic,144,48,54,90,ARMIDALE,HLTH101 TRI-1 2021 OL,NMBA48 ,,
BN363,BN04,Bachelor of Nursing,8,ENROLLED,OL,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,72,72,ARMIDALE,"HHSC111 TRI-1 2021 OL
HLTH101 TRI-1 2021 OL
HSNS170 TRI-1 2021 OL
HSNS171 TRI-1 2021 OL
HHSC112 TRI-2 2021 OL
HLTH103 TRI-2 2021 OL
HLTH104 TRI-2 2021 OL
HSNS173 TRI-2 2021 OL
HLTH102 TRI-3 2021 OL
HSNS263 TRI-3 2021 OL
HSNS264 TRI-3 2021 OL
HSNS370 TRI-3 2021 OL",,,
BN364,BN04,Bachelor of Nursing,8,ENROLLED,OL,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,18,126,ARMIDALE,"HLTH101 TRI-1 2021 OL
HLTH102 TRI-1 2021 OL
HLTH103 TRI-2 2021 OL",,,
BN365,BN04,Bachelor of Nursing,9,ENROLLED,OL,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,48,48,96,ARMIDALE,,NMBA48 ,,
BN366,BN04,Bachelor of Nursing,9,ENROLLED,OL,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,48,48,96,ARMIDALE,,NMBA48 ,,
BN367,BN04,Bachelor of Nursing,9,ENROLLED,OL,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,
BN368,BN04,Bachelor of Nursing,8,ENROLLED,OL,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,48,114,30,ARMIDALE,"HLTH101 TRI-1 2021 OL
HSNS263 TRI-1 2021 OL
HSNS264 TRI-1 2021 OL
HSNS310 TRI-1 2021 OL
HSNS246 TRI-2 2021 OL
HSNS270 TRI-2 2021 OL
HSNS273 TRI-2 2021 OL
OORA200 TRI-2 2021 OL
HSNS370 TRI-3 2021 OL
HSNS373 TRI-3 2021 OL",NMBA48 ,,
BN369,BN04,Bachelor of Nursing,9,ENROLLED,OL,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,
BN370,BN04,Bachelor of Nursing,9,ENROLLED,OL,PT,S0003,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,
BN371,BN04,Bachelor of Nursing,8,ENROLLED,OL,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,48,90,54,ARMIDALE,"HSNS263 TRI-1 2021 OL
HSNS246 TRI-2 2021 OL
HSNS270 TRI-2 2021 OL
HSNS273 TRI-2 2021 OL
HLTH101 TRI-3 2021 OL
HSNS264 TRI-3 2021 OL
HSNS370 TRI-3 2021 OL",NMBA48 ,,
BN372,BN04,Bachelor of Nursing,9,ENROLLED,OL,PT,S0003,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,
BN373,BN04,Bachelor of Nursing,9,ENROLLED,OL,PT,S0003,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,
BN374,BN04,Bachelor of Nursing,8,ENROLLED,OL,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,48,90,54,ARMIDALE,"HLTH101 TRI-1 2021 OL
HSNS263 TRI-1 2021 OL
HSNS246 TRI-2 2021 OL
HSNS273 TRI-2 2021 OL
HSNS264 TRI-3 2021 OL
HSNS370 TRI-3 2021 OL
HSNS374 TRI-3 2021 OL",NMBA48 ,,
BN375,BN04,Bachelor of Nursing,9,INACTIVE,OL,PT,S0003,1/29/2022,No,Yes,Domestic,144,48,48,96,ARMIDALE,,NMBA48 ,,
BN376,BN04,Bachelor of Nursing,8,ENROLLED,OL,PT,S0003,3/5/2018,Yes,Yes,Domestic,144,48,102,42,ARMIDALE,"HLTH101 TRI-1 2021 OL
HSNS263 TRI-1 2021 OL
HSNS310 TRI-1 2021 OL
HSNS246 TRI-2 2021 OL
HSNS270 TRI-2 2021 OL
HSNS273 TRI-2 2021 OL
OORA200 TRI-2 2021 OL
HSNS264 TRI-3 2021 OL
HSNS374 TRI-3 2021 OL",ENURS48 ,,
BN377,BN04,Bachelor of Nursing,8,ENROLLED,OL,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,12,78,66,ARMIDALE,"HLTH101 TRI-1 2021 OL
HLTH102 TRI-1 2021 OL
HSNS170 TRI-1 2021 OL
HSNS171 TRI-1 2021 OL
HLTH103 TRI-2 2021 OL
HLTH104 TRI-2 2021 OL
HSNS173 TRI-2 2021 OL
OORA200 TRI-2 2021 OL
HSNS263 TRI-3 2021 OL
HSNS264 TRI-3 2021 OL
HSNS370 TRI-3 2021 OL","HHSC111 
HHSC112 ",,
BN378,BN04,Bachelor of Nursing,8,ENROLLED,OL,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,72,72,ARMIDALE,"HHSC111 TRI-1 2021 OL
HLTH101 TRI-1 2021 OL
HSNS170 TRI-1 2021 OL
HSNS171 TRI-1 2021 OL
HHSC112 TRI-2 2021 OL
HLTH103 TRI-2 2021 OL
HLTH104 TRI-2 2021 OL
HSNS173 TRI-2 2021 OL
HLTH102 TRI-3 2021 OL
HSNS263 TRI-3 2021 OL
HSNS264 TRI-3 2021 OL
HSNS370 TRI-3 2021 OL",,,
BN379,BN04,Bachelor of Nursing,8,INACTIVE,OL,FT,S0003,1/30/2021,No,Yes,Domestic,144,48,60,84,ARMIDALE,"HSNS263 TRI-1 2021 OL
HSNS310 TRI-1 2021 OL",NMBA48 ,,
